Tên,Link,Địa chỉ,Đánh giá,Số review,Mô tả ngắn,Giờ mở cửa,Giá tiền,Bình luận 1,Bình luận 2,Bình luận 3
Thái Bảo - Cafe & Trà Sữa,https://www.foody.vn/da-nang/thai-bao-cafe-tra-sua,"168 Lương Nhữ Hộc, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.6,1,"Café/Dessert-Món Việt- Sinh viên, Nhóm hội",06:30 - 22:00,10.000đ -25.000đ,"8.6Thái Bảo - Cafe & Trà SữaQuán ruột 4 năm đại học của mình. Hay mua trà sữa mang về nên ko có chụp hình lại. Chỉ có mỗi hai tấm này.
Quán này cô chủ vui tính.
Trà sữa thái xanh ngon, ko ngọt, vị trà xanh đậm đà. Pudding siêu nhiều so với giá. 
Không gian thích  hợp cho học nhóm, mở cả ngày từ sáng đến 11h khuya ngồi vô tư cô chủ dễ tính mà. 
Ngoài trà sữa ra còn có ăn vặt và các thứ đồ uống khác như yaourt, hoa quả xay nhưng mà kk được ngon lắm....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Bánh Mì Cô Hạ,https://www.foody.vn/da-nang/banh-mi-co-ha,"Ngã tư Lê Đại Hành - Nguyễn Phước Tấn,Quận Cẩm Lệ,Đà Nẵng",8.4,1,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Gia đình, Giới văn phòng",05:00 - 09:00,10.000đ -15.000đ,"8.4Bánh mì cô HạBánh mì thịt quay cô Hạ, gần nhà nên mình hay ăn buổi sáng. Bánh mì nóng giòn, thịt ăn vừa miệng, tóp mỡ giòn ngon. Ở sdaay còn có sữa đậu nành, đậu xanh giá chỉ 5k. À bánh mì 10k/ổ nhưng nếu bạn muốn nhiều thịt hơn có thể mua với giá 12,15k. Cô bán đến 9h thì nghỉ, 2 vợ chồng cùng bán, rất thân thiện ấy ạ....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Ram Bắp Quê Mình,https://www.foody.vn/da-nang/ram-bap-que-minh,"39 Cồn Dầu 1, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",5.0,1,"Quán ăn-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng",06:00 - 21:00,6.000đ -21.000đ,"5.0Quán 39 - Bánh Xèo Tôm Nhảy Quảng NgãiQuán ở cạnh nhà chị mình, ăn thử 5 cái, lên 10, cuối cùng 20 cái, mình ăn chay mà thấy ngon , giòn vậy nếu mà ăn mặn có tôm thịt có lẽ sẽ tuyệt hơn cho bạn....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Thu Hường - Quán Cơm - Hồ Nguyên Trừng,https://www.foody.vn/da-nang/thu-huong-quan-com-ho-nguyen-trung,"Đối Diện 108 Hồ Nguyên Trừng,Quận Cẩm Lệ,Đà Nẵng",10.0,1,"Quán ăn,Giao cơm văn phòng-Món Việt- Sinh viên, Gia đình, Giới văn phòng",09:00 - 20:30,20.000đ -35.000đ,10Cơm quá ngon rẻ và sạch sẽ chủ quán còn vui vẻ  nữa. Cảm ơn chủ quán đã phục vụ cho tôi một bữa cơm ngon miệng. Hiiii👍👍👍Cơm quá ngon rẻ và sạch sẽ chủ quán còn  vui vẻ nhiệt tình nữa chứ. Cảm ơn chủ quán  đã cho tôi một bữa ăn ngon miệng👍👍👍👍...Xem thêm,Sửacommon_delete...Xem thêm,...Xem thêm
Quán Như Ý - Cơm & Bún Bò Huế,https://www.foody.vn/da-nang/quan-nhu-y-com-bun-bo-hue,"30 Lê Thạch, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",8.0,1,"Quán ăn-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",07:00 - 01:24,15.000đ -20.000đ,"8.0Ăn lang thang 🤟Mua vé xe Tết đúng là ác mộng, Ki với bạn xếp hàng từ sáng đến tối mà chưa có vé nữa nên mới có duyên ăn cơm quán này.
Quán kiểu bình dân thôi nhưng cũng đa dạng nhiều món lắm. Sáng bán bún bò Huế - Phở - Mỳ quảng còn tối thì lại bán cơm. 
Cơm ăn cũng ổn chứ không ngon còn khá ít đối với dĩa 20k nữa, các món kho đều có vị tương đồng nhau (ngọt ngọt ấy) nên cũng không tạo hứng thú lắm.
Ki ăn gần hết cơm cô chủ quán mới nhớ bưng canh, lúc đầu bọn Ki còn tưởng quán không có canh nữa kìa....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Bún Hương - Phạm Tứ,https://www.foody.vn/da-nang/quan-bun-huong-pham-tu,"208 Phạm Tứ,Quận Cẩm Lệ,Đà Nẵng",5.3,2,"Quán ăn-Món Miền Trung- Sinh viên, Cặp đôi, Gia đình",06:00 - 22:00,15.000đ -25.000đ,"2.6Thái độ phục vụ kémNhà mình đến ăn sáng nhưng ngồi mãi không ai đến hỏi, gọi phục vụ cô chú nào cũng lơ, đi ra khỏi quán thì bị nói. KHÔNG BAO GIỜ QUAY LẠI!!!...Xem thêm","8.0Quán Bún Hương - Phạm TứQuán bán bún khá ngon. Nước ngọt lừ, thơm ngon đến giọt cuối cùng. Quán không rộng nhưng khá đông khách. Phục vụ nhanh. 1 tô bún tái 25k. Quán nằm ngay gần ngã 3 Phạm Tứ và Ông Ích Đường....Xem thêm",Sửacommon_delete...Xem thêm
"Bánh Tiêu 1K & Bao Chiên 2,5K",https://www.foody.vn/da-nang/banh-tieu-1k-bao-chien-2-5k,"Chân cầu Nguyễn Tri Phương,Quận Cẩm Lệ,Đà Nẵng",9.2,1,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Gia đình, Nhóm hội",14:00 - 17:00,1.000đ -2.500đ,,,
Rex Coffee,https://www.foody.vn/da-nang/rex-coffee,"144 Xô Viết Nghệ Tĩnh,Quận Cẩm Lệ,Đà Nẵng",7.2,1,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",07:00 - 22:00,10.000đ -30.000đ,,,
Bún Bà Vân,https://www.foody.vn/da-nang/bun-ba-van,"159 Cách Mạng Tháng 8,Quận Cẩm Lệ,Đà Nẵng",9.6,1,"Quán ăn-Món Miền Trung- Sinh viên, Gia đình, Nhóm hội",06:00 - 10:00,15.000đ -25.000đ,"9.6Đồ ăn sángMình tới đây ăn vài lần rồi. Đồ ăn rất ngon và sạch sẽ nữa. Giá từ 20k đến 30k thôi, giá cũng bình dân nên cũng không lo về giá. Theo mình hỏi thì quán bán từ 4h sáng đến 11h. Nếu có thời gian mình sẽ ghé quán nhiều hơn. Nói chung đồ ăn ngon...Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Ớt Sừng - Nhậu Bình Dân,https://www.foody.vn/da-nang/ot-sung-nhau-binh-dan,"Ngã 4 Đinh Liệt - Phan Khoang, P. An Hoà,Quận Cẩm Lệ,Đà Nẵng",8.4,1,"Quán ăn,Quán nhậu-Món Việt- Gia đình, Nhóm hội",15:00 - 22:00,20.000đ -180.000đ,"8.4Ớt Sừng - Nhậu Bình DânĐã đặt món ở đây, chủ quán nhiệt tình, món ăn ngon mà rẻ. Thích món gà nướng lá chanh....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Mộc Việt Coffee,https://www.foody.vn/da-nang/moc-viet-coffee,"142 Đỗ Thúc Tịnh, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",9.9,7,"Café/Dessert-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",06:00 - 12:00,10.000đ -30.000đ,"9.4Đậm chất Hội An tại Đà NẵngQuán có phong cách, không gian riêng. Giá cả hợp lý. Sẽ ghé quán thường xuyên...Xem thêm","10Mộc Cafe - Đỗ Thúc TịnhQuán cổ dịu nhẹ, giá cả hợp lí, đồ uống ngon, nv nhiệt tình. Sẽ ủng hộ !...Xem thêm","10Ấm cúngLà quán mới, mình ghé một lần và tiếp tục thêm những lần sau nữa.
Nhân viên quá tuyệt vời, đồ uống ok, mình thích không gian kiểu cổ xưa của quán....Xem thêm"
Quán 79 - Bánh Canh Cá & Cá Hấp,https://www.foody.vn/da-nang/quan-79-banh-canh-ca-ca-hap,"1 Chu Mạnh Trinh, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.0,1,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",09:00 - 21:00,25.000đ -45.000đ,"8.0Quán 79 - Bánh Canh Cá & Cá HấpƯng bánh canh cá chỗ này lắm, trời lạnh ni làm tô cay nóng đúng bài. 
Quán có cò có bánh xèo, ram, lẩu, cá nục hấp. Khá hợp cho mùa này đó....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Sofia Cafe,https://www.foody.vn/da-nang/sofia-cafe,"Ngã 4 Đô Đốc Tuyết - Dương Đức Nhan, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",10.0,1,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",05:30 - 22:00,10.000đ -25.000đ,10SOFIA COFFEEĐã chuyển về địa chỉ mới : 01 Ngô Mây và Đinh Gia Trinh- Hoà Xuân- Cẩm Lệ - Đà Nẵng...Xem thêm,Sửacommon_delete...Xem thêm,...Xem thêm
Lucky Quán - Nhậu Bình Dân,https://www.foody.vn/da-nang/lucky-quan-nhau-binh-dan,"Lô 24 - 25 Xô Viết Nghệ Tĩnh,Quận Cẩm Lệ,Đà Nẵng",5.4,2,"Quán nhậu-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng",10:00 - 22:00,45.000đ -1.200.000đ,"8.0Quán rất đượcVì quán gần chỗ làm nên ghé thử. Mình thấy quán rất ok. Đồ ăn chế biến nhanh dù quán khá đông. Chất lượng ổn. Gỏi hải sản khá ngon. Giá rẻ. Nhân viên cũng nhiệt tình, vui vẻ. Không gian thoáng mát. Chắc sẽ ghé thường xuyên....Xem thêm","2.8Quá thất vọng với cách phục vụ như đuổi khách và anh quản lý quán ăn TỒI nhất đà nẵng!Hồi tất niên 2016 mình có dẫn nhóm bạn đến ăn, thì thấy cũng ok, và hôm nay 15/07/2016 lại ghé. 
Nói chung ở quán Lucky này, từ người chủ, Quản Lý (mình ko rỏ tên) và đội ngũ nhân viên chạy bàn, phục vụ khách hàng rất tồi, ko thể tả được, chúng tôi có nhóm banj 10 người ngồi dãy bàn ở góc Birthday, ngồi ăn uống dứoi thời tiết nóng gắt, khi bọn mình nhờ xoay cho 1 cái quạt để cho thoáng và dễ chịu hơn, thì đến tận lần thứ 3, khi mình vào gặp trực tiếp chủ quán để hỏi thì mới có người mang quạt ra, và thái độ phục vụ của anh nhân viên cao to này khi nói chuyện, tại bàn ăn rất khiếm nhã, khi đó có 1 bạn nữ bức xúc, nên đã đến gặp quản lý để feedback về thái độ phục vụ của nhân viên, thì 5 phút sau, anh quản lý ra, không một lời xin lỗi hay ít ra là cười với khách, anh này tuôn ra những câu hỏi cộc lốc? "" món gà muốn chiên hay xào? ""  (trc đó một số bạn nữ đề nghị xào qua để món gà dễ chín hơn trong nồi lẩu, vì gà chặt lát to quá), anh ta liên tục hỏi như cáu gắt và thực sự khiến cho cả bàn 10 người rất bực mình, (thực ra chúng tôi chỉ uống nước revised , ko hề gọi bia nên ko phải chúng tôi nóng tính, hay có mùi men) , ngay lập tức nhiều bạn đồng thanh, "" không làm nữa, anh tính tiền cho chúng tôi"" , thì Anh ""quản lý"" nói là, "" Nếu thích tính tiền thì món lẩu gà vừa gọi ra cũng phải tính luôn, chứ ko trả được nghe chưa?"" thế là chugns tôi yêu cầu gói lại món gà chặt miếng đó và ra về. Xin hứa ko bao giờ ghé lại hay giới thiệu quán này, dù chỉ 1 lần! Kinh Hãi !
Lucky Quán ak, Nếu anh chị  là người kinh doanh, người bán hàng, mà vẫn chưa hiểu bài học vỡ lòng ""Khách hàng là thượng đế, là người thân.."" thì anh chị ko bao giờ thành công chân chính !!! 
Hy vọng feedbak này sẽ chủ quán đọc được, và có thay đổi phù hợp để góp phần làm cho môi trường du lịch , âm thực tại tp Đà Nẵng trở nên văn minh hơn trong mắt khách hàng, người dân....Xem thêm",Sửacommon_delete...Xem thêm
Quán Bún Chả Cá - Tố Hữu,https://www.foody.vn/da-nang/quan-bun-cha-ca-to-huu,"300 Tố Hữu, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",5.0,1,Quán ăn,06:00 - 10:00,15.000đ -20.000đ,"5.0Mình ăn hầu như mỗi sáng ở quán này. Thấy sạch sẽ, ngon miệng. Không ăn bún thì ăn mì quảng. Giá bình dân!Mình ăn hầu như mỗi sáng ở quán này. Thấy sạch sẽ, ngon miệng. Không ăn bún thì ăn mì quảng. Giá bình dân!...Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Ruby Cafe - Yên Thế,https://www.foody.vn/da-nang/ruby-cafe-yen-the,"Yên Thế, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",7.0,1,"Café/Dessert-Món Việt- Nhóm hội, Giới văn phòng",06:30 - 22:00,7.000đ -20.000đ,"7.0Ruby Cafe :)Quán buổi sáng khá vắng khách, rất yên tĩnh :)))
Được trang trí đơn giản, chủ yếu là cây , dây leo, hồ cá 😀😀😀😀😀😀
Thức uống có cà phê, nước chanh, nước đóng chai, ...
Cà phê khá ngon với vừa miệng :)))))
kem plan ở đây khá lạ _(._.)_ có lớp đường nâu dày với bày ra dĩa mà không cho thêm đá ăn kèm như mấy quán khác ??? Nhưng cũng ngon :v
Nước chanh cũng tạm :v 
Quán có wifi mạnh (*^﹏^*)...Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Bánh Căn Đà Lạt - Trần Ngọc Sương,https://www.foody.vn/da-nang/banh-can-da-lat-tran-ngoc-suong,"63 Trần Ngọc Sương, P. Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng",8.0,1,"Quán ăn-Đà Lạt- Gia đình, Nhóm hội, Giới văn phòng",05:00 - 19:00,10.000đ -15.000đ,8.0Món ăn mới mẻTình cờ lại ghé quán ăn sáng. Hương vị và cách ăn cũng khác lạ. Chỉ một dĩa 15k thêm ly sữa đậu nành 5k mát lạnh là đủ năng lượng cho 1 buổi sáng làm việc...Xem thêm,Sửacommon_delete...Xem thêm,...Xem thêm
Cơm Sườn Sài Gòn & Gỏi Đu Đủ Ty Ty,https://www.foody.vn/da-nang/com-suon-sai-gon-goi-du-du-ty-ty,"40 Võ Chí Công , P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",10.0,1,"Ăn vặt/vỉa hè-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",07:30 - 22:00,20.000đ -35.000đ,"10Gỏi Đu Đủ Ty Tygỏi chưa ăn, nhưng mà phở thì ngon quá chừng. chị bé ở gia lai lun nè mn...Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Tiệm Nhà Lee - Trà Sữa & Ăn Vặt - Lê Trọng Tấn,https://www.foody.vn/da-nang/tiem-nha-lee-tra-sua-an-vat-le-trong-tan,"270 Lê Trọng Tấn, P. Hòa Phát,Quận Cẩm Lệ,Đà Nẵng",8.8,1,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",09:00 - 22:00,,"8.8Tiệm nhà Lee,  trà sữa ngon ngonTrà sữa đặc biệt, ly đầy ấp topping siêu ngon. Ngoài trà sữa còn có cả tô tượng, tranh cát cho các bé nữa ạ....Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Sky Beer - Nhà Hàng Bia Đức,https://www.foody.vn/da-nang/sky-beer-nha-hang-bia-duc,"41 - 42 - 43 Nguyễn Phước Lan, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",4.5,2,"Nhà hàng-Món Á,Món Âu- Cặp đôi, Gia đình, Nhóm hội",10:30 - 23:00,40.000đ -150.000đ,"1.0Bị đuổi vềHôm nay đá bóng trận***gặp Malay ngày 12/12/2021, đến 11h30 thì quán còn 3 bàn đang ngồi nhậu, bàn mình và bàn của các khách khác, bàn mình 2 người và chỉ uống hết 2 chai bia nữa là về, lúc đó***bảo vệ đi vô tắt điện xong bạn nhân viên nhắc là khách đang ngồi mà sao***tắt điện, 15 phút sau khoảng 11h45 thì thấy***bảo vệ càm ràm phong long là ""Thôi bây đi về đi"", nói với giọng to và rất gắt, mình bất ngờ quá luôn, ai lại đi đuổi khách như thế, ngay sau đó bàn mình đứng dậy đi về luôn ko ngồi thêm 1 giây nào nữa, quá bực mình, quán này gần nhà mình mỗi lúc tiếp đãi khách khứa hay đối tác bạn bè đều ra đây ngồi, nhưng thề luôn từ nay ko bao giờ quay lại, quán có thể nhắc khách là 12h tụi em đóng cửa hay gì cũng đc mà, sao lại gắt như thế, rất bất mãn luôn. Quán đọc đc cmt này nếu ko tin có thể check lại camera hôm đó...Xem thêm","8.0Sky Beer - Nhà Hàng Bia ĐứcBên khu Hòa Xuân giờ cũng nhiều quán ghê. Đều tìm chỗ chill tý thì vẫn phải qua phố. Mới phát hiện nhà hàng Bia Đức này cũng đc phết. Nằm cuối đường Nguyễn Phước Lan á. Ko gian khá chất. Phòng VIP các thứ, tiếp khách cũng ổn.
Menu cũng đa dạng. Mấy món như mực sa tế hay gà nướng rất ngon. Đặc biệt là bên này bán bia Đức, bạn nào thích có thể thử. Gía cũng vừa phải, ko đắt....Xem thêm",Sửacommon_delete...Xem thêm
Muối Hảo Hảo Chua Cay & Cơm Cháy Khô Gà - Shop Online,https://www.foody.vn/da-nang/muoi-hao-hao-chua-cay-com-chay-kho-ga-shop-online,"37 Hòa An 4,Quận Cẩm Lệ,Đà Nẵng",10.0,1,"Shop Online-Món Việt- Sinh viên, Gia đình, Giới văn phòng",07:00 - 22:00,10.000đ -40.000đ,"10Chấm thịt luộc, thịt gà, hoa quả ngon hết sảyChấm thịt luộc, thịt gà, hoa quả ngon hết sảy...Xem thêm",Sửacommon_delete...Xem thêm,...Xem thêm
Hello 1$ - Lẩu & Nướng,https://www.foody.vn/da-nang/hello-1-lau-nuong,"73 Bùi Kỷ, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.7,3,"Quán nhậu-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",16:00 - 22:00,35.000đ -150.000đ,"8.0Hello 1$ - Lẩu & NướngHôm bữa đi làm về thấy quán mới mở nên vào ăn thử. quán có món thịt nướng với tôm nướng phô mai ăn cũng ok. món gà hầm muối thì ngon. chị chủ quán nói là gà ở quê nuôi nên gà ngon, thịt thơm và dai. gà hầm mềm, vẫn còn giữ nguyên được độ ngọt trong thịtgà. ở đây có muối lá chanh cũng ngon. lẩu thì ăn cũng tàm tạm. tôm, mực khá tươi nên ăn cũng ngon....Xem thêm","7.8Hello 1$ - Lẩu & NướngCái quán này mới mở gần trường mình, kiếm kèo đi ăn đồ nướng ngay và luôn. có tôm, thịt heo nướng và tình cờ phát hiện được món gà hầm muối ngon ơi là ngon. Gà quê được đem hầm muối trong nồi đất, gà rất thơm, mềm, ở trong vẫn còn ẩm, và mặn vừa phải, kết món này rồi đó nha. Tụi mình có 4 người và gọi thêm 1 nồi lẩu tươi sống, thật sự thì lẩu không đặc biệt lắm nhưng lẩu khá nhiều, ăn no. Sẽ còn ghé quán....Xem thêm","7.4Hello 1$Mới tìm được một quán lẩu nướng mới mở ở ngay khi vực trường ngoại ngữ và trường cao đẳng bách khoa. Quán bán các thể loại nướng như thịt, bạch tuộc, tôm,... Ngoài ra quán còn có một món siêu đặc biệt và khá ân tượng nữa la gà nươngs muối. Gà ở quán khá ổn luôn, gà này ở quảng nam đại lộc luôn nên siêu chất lượng luôn....Xem thêm"
Hội Cafe - Boardgame,https://www.foody.vn/da-nang/hoi-cafe-boardgame,"196 - 198 Hà Huy Giáp, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.6,13,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",07:00 - 22:00,15.000đ -45.000đ,"1.0Đừng bao giờ ghé quán này kẻo hối không kịpThấy review trên này cũng được nên chọn quán và rủ bạn bè đến thử xem sao. Cuối cùng là 1 sự thất vọng tràn trề không thể tả nổi. 
- Cảm giác đầu tiên là hơi bất ngờ vì quán vắng hoe, không có 1 khách nào, mặc dù là đã 8h tối. Có 2 cậu nhân viên nhìn mặt không mấy thân thiện, bát nháo, chắc thuộc lứa 2k.
- Không gian khá bừa bộn và lộn xộn, quán nằm ở vị trí đường khá khó tìm, cách bộ trí và nội thất không có gì ngoài mấy bộ bàn ghế bằng gỗ cao su rẻ tiền.
- Sau đó nhóm mình có 5 người gọi đồ uống thì món gì cũng không có, mặc dù trên menu ghi rất nhiều. Cà phê không, sữa chua không, trà không... cuối cùng nhóm 5 người đành gọi 5 ly yogurt (2 táo + 3 dâu), nhưng đợi 1 lúc rất lâu thì cậu nhân viên kia ra và nói hết táo, chỉ còn 1 ly, WTF. Sau cùng đành phải uống dâu hết.
- 5 ly nước đem ra thì dùng cái ly nhựa như ly dùng ngoài vỉa hè, yogurt đâu không thấy chỉ thấy toàn đá với đá. Trà đá cũng ko có nổi 1 ly.
- Cuối cùng là phần tính tiền mới làm cho mình ngã ngữa, 5 ly nước thua cả nước uống vỉa hè với tống là 190k (23x5  115k và 15x575k tiền phụ thu Tết, CLGT...mùng 8 rồi mà vẫn tính là Tết, mà phụ thu gì mà gần bằng tiền ly nước), 23k là đã quá đáng lắm rồi, lại còn phụ thu, trung bình 38k cho 1 ly nước đá đúng nghĩa chứ ko phải là 1 ly nước uống để thưởng thức.

Tổng kết 1 buổi tối quá thất vọng và sai lầm khi chọn quán này. Cái số điểm review này chắc cũng toàn người nhà của chủ quán chấm/...Xem thêm","10Hội Cafe - BoardgameQuán rộng rãi, thoáng mát có thể ngồi chơi thoải mái với các nhóm từ nhỏ đến lớn, đồ uống ngon,giá hợp lí vừa phải với học sinh sinh viên 
Anh chủ quán nhiệt tình vui tính, nhân viên phục vụ chu đáo
Có nhiều game hay ở đủ thể loại, thích hợp với các nhóm mới chơi hay đã chơi lâu năm...Xem thêm","9.0Hội 2 - Cafe BoardgamesHội 2 là cơ sở 2 của cafe & boardgames của Hội ở Nguyễn Chí Thanh. Cũng như ở Hội 1, ở đây cũng rất đa dạng và phong phú về thể loại cũng như các trò chơi boardgame ở đây - những món ăn tinh thần cho bạn sau những giờ học hành và làm việc căng thẳng. 
Với không gian rộng rãi thoải mái, đa dạng phong phú về games, giá nước phải chăng cùng với đội ngũ nhân viên nhiệt tình sẽ giúp bạn và những người bạn của mình có những phút giây vui vẻ giảm stress đi rất nhiều. Nào hãy đến với Hội 2 địa chỉ 296-298 Hà Huy Giáp (cách ĐH Ngoại Ngữ Đà Nẵng 100m) để cùng khám phá và vui chơi nhé....Xem thêm"
